pokemon,format,won,lost,moves
Togetic,[Gen 2] UBERS,17,9,"['Acid Armor', 'Bonemerang', 'Charm', 'Confuse Ray', 'Confusion', 'Conversion 2', 'Cotton Spore', 'Crabhammer', 'Dizzy Punch', 'Double-Edge', 'Dragon Breath', 'Encore', 'Fire Blast', 'Flamethrower', 'Fly', 'Glare', 'Growl', 'Headbutt', 'Hidden Power', 'Ice Beam', 'Metronome', 'Mud-Slap', 'Psychic', 'Razor Leaf', 'Recover', 'Safeguard', 'Shadow Ball', 'Snore', 'Solar Beam', 'Spike Cannon', 'Steel Wing', 'Stun Spore', 'Submission', 'Sunny Day', 'Supersonic', 'Swagger', 'Sweet Kiss', 'Tackle', 'Thunder', 'Toxic', 'Transform', 'Waterfall', 'Wing Attack', 'Zap Cannon']"
Togetic,[Gen 2] UU,5,1,"['Aeroblast', 'Metronome', 'Psychic', 'Solar Beam', 'Stomp', 'Sweet Kiss']"
Togetic,[Gen 3] NU,15,18,"['Baton Pass', 'Body Slam', 'Encore', 'Fire Blast', 'Flamethrower', 'Protect', 'Psychic', 'Reflect', 'Seismic Toss', 'Shadow Ball', 'Soft-Boiled', 'Sweet Kiss', 'Thunder Wave', 'Toxic', 'Tri Attack', 'Water Pulse', 'Wish']"
Togetic,[Gen 3] OU,110,154,"['Acid Armor', 'Aerial Ace', 'Aeroblast', 'Amnesia', 'Ancient Power', 'Baton Pass', 'Bite', 'Blaze Kick', 'Blizzard', 'Body Slam', 'Brick Break', 'Bubble Beam', 'Calm Mind', 'Charm', 'Defense Curl', 'Dive', 'Doom Desire', 'Double Kick', 'Double-Edge', 'Encore', 'Endeavor', 'Endure', 'Extrasensory', 'Facade', 'False Swipe', 'Fire Blast', 'Fire Spin', 'Flamethrower', 'Fly', 'Focus Energy', 'Foresight', 'Fury Swipes', 'Giga Drain', 'Glare', 'Grass Whistle', 'Growl', 'Harden', 'Haze', 'Hidden Power', 'High Jump Kick', 'Hyper Beam', 'Hypnosis', 'Icicle Spear', 'Icy Wind', 'Imprison', 'Ingrain', 'Leaf Blade', 'Leech Life', 'Light Screen', 'Mega Drain', 'Megahorn', 'Metronome', 'Milk Drink', 'Minimize', 'Mirror Move', 'Morning Sun', 'Mud-Slap', 'Octazooka', 'Odor Sleuth', 'Petal Dance', 'Protect', 'Psych Up', 'Pursuit', 'Rapid Spin', 'Reflect', 'Revenge', 'Reversal', 'Rock Blast', 'Rock Tomb', 'Sacred Fire', 'Sand Attack', 'Sand Tomb', 'Scary Face', 'Secret Power', 'Seismic Toss', 'Shadow Ball', 'Silver Wind', 'Slack Off', 'Slam', 'Sludge', 'Soft-Boiled', 'Spit Up', 'Struggle', 'Stun Spore', 'Substitute', 'Swallow', 'Sweet Kiss', 'Swift', 'Swords Dance', 'Take Down', 'Thunder', 'Thunder Wave', 'Torment', 'Toxic', 'Tri Attack', 'Twister', 'Vine Whip', 'Water Pulse', 'Water Sport', 'Water Spout', 'Whirlpool', 'Wish', 'Withdraw', 'Wrap', 'Yawn', 'Zap Cannon']"
Togetic,[Gen 3] UBERS,5,6,"['Aerial Ace', 'Ancient Power', 'Baton Pass', 'Bulk Up', 'Calm Mind', 'Charm', 'Counter', 'Crabhammer', 'Crush Claw', 'Curse', 'Defense Curl', 'Dig', 'Double Kick', 'Drill Peck', 'Endeavor', 'Endure', 'Eruption', 'Fire Blast', 'Flamethrower', 'Fury Swipes', 'Icicle Spear', 'Leech Life', 'Mega Drain', 'Metronome', 'Pay Day', 'Peck', 'Present', 'Rock Throw', 'Sand Tomb', 'Skill Swap', 'Soft-Boiled', 'Struggle', 'Vise Grip', 'Vital Throw', 'Wish', 'Yawn']"
Togetic,[Gen 3] UU,3,2,"['Ancient Power', 'Baton Pass', 'Fire Blast', 'Flamethrower', 'Seismic Toss', 'Soft-Boiled', 'Sunny Day', 'Thunder Wave']"
Togetic,[Gen 4] NU,3,4,"['Baton Pass', 'Heal Bell', 'Hidden Power', 'Nasty Plot', 'Rain Dance', 'Roost', 'Seismic Toss', 'Toxic', 'Wish']"
Togetic,[Gen 4] OU,38,59,"['Air Cutter', 'Ancient Power', 'Aqua Ring', 'Baton Pass', 'Brick Break', 'Captivate', 'Charm', 'Dragon Breath', 'Dragon Rush', 'Drain Punch', 'Earth Power', 'Encore', 'Endeavor', 'Eruption', 'Extrasensory', 'Fire Blast', 'Flamethrower', 'Flash Cannon', 'Fly', 'Fury Cutter', 'Future Sight', 'Grass Knot', 'Headbutt', 'Heat Wave', 'Hydro Pump', 'Leech Seed', 'Leer', 'Mega Kick', 'Metronome', 'Nasty Plot', 'Octazooka', 'Payback', 'Psychic', 'Rock Climb', 'Rock Tomb', 'Roost', 'Scratch', 'Shadow Ball', 'Sludge Bomb', 'Sweet Kiss', 'Thunder Fang', 'Thunderbolt', 'Toxic', 'Tri Attack', 'Water Pulse', 'Wish', 'Worry Seed', 'Yawn']"
Togetic,[Gen 4] UBERS,31,39,"['Aerial Ace', 'Air Slash', 'Ancient Power', 'Charm', 'Double-Edge', 'Encore', 'Extrasensory', 'Flamethrower', 'Headbutt', 'Light Screen', 'Metronome', 'Minimize', 'Nasty Plot', 'Psychic', 'Reflect', 'Reversal', 'Silver Wind', 'Thunder Wave', 'Wish']"
Togetic,[Gen 4] UU,3,7,"['Baton Pass', 'Extrasensory', 'Heat Wave', 'Hidden Power', 'Light Screen', 'Mega Kick', 'Metronome', 'Nasty Plot', 'Powder Snow', 'Psychic', 'Reflect', 'Rock Wrecker', 'Roost', 'Tail Whip', 'Yawn']"
Tomohawk,[Gen 3] UBERS,1,0,"['Hidden Power', 'Rapid Spin', 'Toxic']"
Torchic,[Gen 3] NU,1,1,"['Flamethrower', 'Overheat']"
Torchic,[Gen 3] OU,8,25,"['Aerial Ace', 'Body Slam', 'Double-Edge', 'Ember', 'Fire Spin', 'Flamethrower', 'Focus Energy', 'Mega Kick', 'Overheat', 'Peck', 'Protect', 'Quick Attack', 'Rock Slide', 'Sand Attack', 'Scratch', 'Substitute', 'Toxic']"
Torchic,[Gen 3] UBERS,4,5,"['Ember', 'Growl', 'Scratch']"
Torchic,[Gen 4] OU,0,3,"['Fire Blast', 'Protect', 'Will-O-Wisp']"
Torchic,[Gen 4] UBERS,0,1,"['Growl', 'Scratch']"
Torkoal,[Gen 3] NU,204,185,"['Amnesia', 'Attract', 'Body Slam', 'Curse', 'Eruption', 'Explosion', 'Fire Blast', 'Fire Spin', 'Flamethrower', 'Hidden Power', 'Overheat', 'Protect', 'Rest', 'Rock Slide', 'Sleep Talk', 'Sludge Bomb', 'Substitute', 'Sunny Day', 'Toxic', 'Yawn']"
Torkoal,[Gen 3] OU,262,399,"['Amnesia', 'Attract', 'Body Slam', 'Curse', 'Earthquake', 'Ember', 'Eruption', 'Explosion', 'Facade', 'Fire Blast', 'Fire Spin', 'Flail', 'Flamethrower', 'Heat Wave', 'Hidden Power', 'Iron Defense', 'Mimic', 'Overheat', 'Protect', 'Rest', 'Return', 'Rock Slide', 'Sleep Talk', 'Sludge Bomb', 'Smog', 'Smokescreen', 'Strength', 'Substitute', 'Sunny Day', 'Toxic', 'Yawn']"
Torkoal,[Gen 3] UBERS,29,25,"['Body Slam', 'Curse', 'Eruption', 'Explosion', 'Fire Blast', 'Flamethrower', 'Iron Defense', 'Overheat', 'Protect', 'Rock Slide', 'Sludge Bomb', 'Smog', 'Toxic']"
Torkoal,[Gen 3] UU,18,14,"['Curse', 'Eruption', 'Explosion', 'Fire Blast', 'Flamethrower', 'Hidden Power', 'Protect', 'Rest', 'Rock Slide', 'Sleep Talk', 'Sunny Day', 'Toxic', 'Yawn']"
Torkoal,[Gen 4] NU,18,23,"['Earth Power', 'Explosion', 'Hidden Power', 'Lava Plume', 'Overheat', 'Protect', 'Rapid Spin', 'Stealth Rock', 'Stone Edge', 'Sunny Day', 'Toxic', 'Will-O-Wisp', 'Yawn']"
Torkoal,[Gen 4] OU,140,225,"['Amnesia', 'Body Slam', 'Curse', 'Double-Edge', 'Earth Power', 'Earthquake', 'Endure', 'Eruption', 'Explosion', 'Fire Blast', 'Fire Spin', 'Flamethrower', 'Gyro Ball', 'Heat Wave', 'Hidden Power', 'Iron Defense', 'Lava Plume', 'Overheat', 'Protect', 'Rapid Spin', 'Rest', 'Rock Slide', 'Rock Tomb', 'Sludge Bomb', 'Solar Beam', 'Stealth Rock', 'Stone Edge', 'Sunny Day', 'Swagger', 'Toxic', 'Will-O-Wisp', 'Yawn']"
Torkoal,[Gen 4] UBERS,13,25,"['Amnesia', 'Body Slam', 'Curse', 'Explosion', 'Flamethrower', 'Gyro Ball', 'Iron Defense', 'Lava Plume', 'Rapid Spin', 'Rest', 'Sleep Talk', 'Sludge Bomb', 'Solar Beam', 'Stealth Rock', 'Toxic', 'Will-O-Wisp', 'Yawn']"
Torkoal,[Gen 4] UU,17,17,"['Earth Power', 'Earthquake', 'Explosion', 'Flamethrower', 'Gyro Ball', 'Hidden Power', 'Lava Plume', 'Overheat', 'Protect', 'Rapid Spin', 'Rest', 'Sleep Talk', 'Solar Beam', 'Stealth Rock', 'Sunny Day', 'Toxic', 'Will-O-Wisp', 'Yawn']"
Torkoal,[gen 3] OU,1,1,[]
Tornadus,[Gen 1] OU,0,1,"['Knock Off', 'Superpower', 'U-Turn']"
Torterra,[Gen 1] OU,0,1,[]
Torterra,[Gen 4] OU,723,1327,"['Amnesia', 'Bite', 'Block', 'Body Slam', 'Bullet Seed', 'Crunch', 'Curse', 'Double-Edge', 'Earth Power', 'Earthquake', 'Energy Ball', 'Frenzy Plant', 'Giga Drain', 'Grass Knot', 'Hidden Power', 'Hyper Beam', 'Iron Head', 'Leaf Storm', 'Leech Seed', 'Light Screen', 'Mega Drain', 'Natural Gift', 'Outrage', 'Protect', 'Razor Leaf', 'Reflect', 'Rest', 'Return', 'Roar', 'Rock Climb', 'Rock Polish', 'Rock Slide', 'Rock Tomb', 'Sand Tomb', 'Seed Bomb', 'Sleep Powder', 'Solar Beam', 'Stealth Rock', 'Stockpile', 'Stone Edge', 'Substitute', 'Sunny Day', 'Superpower', 'Swallow', 'Swords Dance', 'Synthesis', 'Thrash', 'Toxic', 'Withdraw', 'Wood Hammer', 'Worry Seed']"
Torterra,[Gen 4] UBERS,87,138,"['Body Slam', 'Bullet Seed', 'Crunch', 'Curse', 'Earthquake', 'Energy Ball', 'Frenzy Plant', 'Giga Drain', 'Grass Knot', 'Hidden Power', 'Iron Head', 'Leaf Storm', 'Leech Seed', 'Outrage', 'Protect', 'Razor Leaf', 'Rock Climb', 'Rock Polish', 'Rock Slide', 'Seed Bomb', 'Solar Beam', 'Stealth Rock', 'Stone Edge', 'Substitute', 'Sunny Day', 'Swords Dance', 'Synthesis', 'Toxic', 'Wood Hammer']"
Torterra,[Gen 4] UU,484,534,"['Body Slam', 'Bullet Seed', 'Crunch', 'Double-Edge', 'Earth Power', 'Earthquake', 'Energy Ball', 'Giga Drain', 'Giga Impact', 'Leaf Storm', 'Leech Seed', 'Light Screen', 'Outrage', 'Protect', 'Reflect', 'Return', 'Roar', 'Rock Climb', 'Rock Polish', 'Rock Slide', 'Seed Bomb', 'Solar Beam', 'Stealth Rock', 'Stone Edge', 'Substitute', 'Superpower', 'Swords Dance', 'Synthesis', 'Toxic', 'Wood Hammer']"
Totodile,[Gen 2] NU,0,2,"['Ice Beam', 'Surf']"
Totodile,[Gen 2] OU,41,67,"['Ancient Power', 'Bite', 'Blizzard', 'Crunch', 'Curse', 'Detect', 'Endure', 'Headbutt', 'Hidden Power', 'Hydro Pump', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Tail', 'Leer', 'Mud-Slap', 'Protect', 'Rain Dance', 'Rest', 'Rock Slide', 'Scary Face', 'Scratch', 'Slash', 'Surf', 'Toxic', 'Water Gun']"
Totodile,[Gen 2] UBERS,11,6,"['Bite', 'Ice Beam', 'Leer', 'Rest', 'Scary Face', 'Scratch', 'Slash', 'Sleep Talk', 'Surf', 'Water Gun']"
Totodile,[Gen 2] UU,0,2,"['Detect', 'Protect', 'Toxic']"
Totodile,[Gen 3] NU,0,3,"['Double-Edge', 'Rock Slide']"
Totodile,[Gen 3] OU,8,13,"['Ancient Power', 'Bite', 'Body Slam', 'Brick Break', 'Dragon Claw', 'Hidden Power', 'Hydro Pump', 'Ice Beam', 'Icy Wind', 'Leer', 'Protect', 'Return', 'Scratch', 'Toxic', 'Water Gun']"
Totodile,[Gen 3] UBERS,0,1,[]
Totodile,[Gen 4] OU,22,18,"['Aqua Jet', 'Bite', 'Dragon Dance', 'Focus Punch', 'Ice Punch', 'Protect', 'Rage', 'Scratch', 'Water Gun', 'Waterfall']"
Totodile,[Gen 4] UBERS,7,13,"['Hydro Pump', 'Scary Face', 'Scratch', 'Screech', 'Water Gun']"
Toucannon,[Gen 1] OU,1,0,[]
Toxapex,[Gen 1] OU,0,1,"['Recover', 'Scald', 'Toxic Spikes']"
Toxapex,[Gen 3] UBERS,1,0,[]
Toxicroak,[Gen 4] OU,550,801,"['Brick Break', 'Bulk Up', 'Bullet Punch', 'Charge Beam', 'Counter', 'Cross Chop', 'Dark Pulse', 'Dynamic Punch', 'Earthquake', 'Endure', 'Fake Out', 'Feint Attack', 'Flatter', 'Focus Blast', 'Focus Punch', 'Fury Cutter', 'Gunk Shot', 'Hidden Power', 'Ice Punch', 'Icy Wind', 'Knock Off', 'Low Kick', 'Me First', 'Mud-Slap', 'Nasty Plot', 'Poison Jab', 'Poison Sting', 'Protect', 'Pursuit', 'Rain Dance', 'Rock Slide', 'Shadow Ball', 'Sludge Bomb', 'Stone Edge', 'Substitute', 'Sucker Punch', 'Super Fang', 'Swords Dance', 'Taunt', 'Thunder Punch', 'Toxic', 'Vacuum Wave', 'X-Scissor']"
Toxicroak,[Gen 4] UBERS,26,39,"['Brick Break', 'Cross Chop', 'Dynamic Punch', 'Earthquake', 'Fake Out', 'Focus Blast', 'Focus Punch', 'Gunk Shot', 'Hidden Power', 'Ice Punch', 'Low Kick', 'Nasty Plot', 'Poison Jab', 'Rain Dance', 'Return', 'Rock Smash', 'Sludge Bomb', 'Substitute', 'Sucker Punch', 'Swords Dance', 'Thunder Punch', 'Toxic', 'Vacuum Wave']"
Toxicroak,[Gen 4] UU,617,705,"['Brick Break', 'Bulk Up', 'Bullet Punch', 'Cross Chop', 'Dark Pulse', 'Earthquake', 'Fake Out', 'Focus Blast', 'Focus Punch', 'Gunk Shot', 'Ice Punch', 'Low Kick', 'Nasty Plot', 'Poison Jab', 'Pursuit', 'Shadow Ball', 'Sludge Bomb', 'Stone Edge', 'Substitute', 'Sucker Punch', 'Swords Dance', 'Taunt', 'Thunder Punch', 'Toxic', 'Vacuum Wave']"
Trapinch,[Gen 3] NU,31,22,"['Crunch', 'Earthquake', 'Hidden Power', 'Quick Attack', 'Rock Slide', 'Rock Tomb', 'Swagger']"
Trapinch,[Gen 3] OU,299,222,"['Bite', 'Body Slam', 'Crunch', 'Dig', 'Earthquake', 'Endure', 'Focus Energy', 'Giga Drain', 'Gust', 'Hidden Power', 'Mud-Slap', 'Protect', 'Quick Attack', 'Rest', 'Rock Slide', 'Rock Smash', 'Sand Attack', 'Sand Tomb', 'Sleep Talk', 'Solar Beam', 'Substitute', 'Sunny Day', 'Toxic']"
Trapinch,[Gen 3] UBERS,12,17,"['Dig', 'Earthquake', 'Hidden Power', 'Protect', 'Quick Attack', 'Rock Slide', 'Rock Tomb', 'Substitute']"
Trapinch,[Gen 3] UU,4,5,"['Earthquake', 'Quick Attack', 'Rock Slide']"
Trapinch,[Gen 4] NU,4,2,"['Earthquake', 'Protect', 'Quick Attack', 'Rock Slide', 'Toxic']"
Trapinch,[Gen 4] OU,9,15,"['Bug Bite', 'Crunch', 'Earthquake', 'Endure', 'Protect', 'Quick Attack', 'Rock Slide', 'Rock Tomb', 'Toxic']"
Trapinch,[Gen 4] UBERS,4,16,"['Earthquake', 'Protect', 'Quick Attack', 'Toxic']"
Trapinch,[Gen 4] UU,9,14,"['Crunch', 'Earthquake', 'Endure', 'Quick Attack', 'Rock Slide', 'Substitute']"
Treecko,[Gen 3] NU,5,2,"['Endeavor', 'Giga Drain', 'Hidden Power', 'Substitute', 'Sunny Day', 'Thunder Punch']"
Treecko,[Gen 3] OU,34,25,"['Absorb', 'Body Slam', 'Brick Break', 'Bullet Seed', 'Crunch', 'Dragon Breath', 'Facade', 'Frustration', 'Giga Drain', 'Hidden Power', 'Leech Seed', 'Leer', 'Mud-Slap', 'Pound', 'Protect', 'Quick Attack', 'Rest', 'Substitute', 'Sunny Day', 'Swords Dance', 'Thunder Punch', 'Toxic']"
Treecko,[Gen 3] UBERS,16,14,"['Absorb', 'Bullet Seed', 'Leer', 'Mega Drain', 'Pound', 'Pursuit', 'Quick Attack', 'Screech', 'Thunder Punch']"
Treecko,[Gen 4] OU,7,9,"['Counter', 'Endeavor', 'Endure', 'Leer', 'Mega Drain', 'Protect', 'Pursuit', 'Quick Attack', 'Substitute', 'Toxic']"
Treecko,[Gen 4] UBERS,3,3,[]
Tropius,[Gen 3] NU,43,48,"['Bullet Seed', 'Earthquake', 'Giga Drain', 'Hidden Power', 'Leech Seed', 'Solar Beam', 'Substitute', 'Sunny Day', 'Swords Dance', 'Synthesis', 'Toxic', 'Whirlwind']"
Tropius,[Gen 3] OU,111,208,"['Aerial Ace', 'Body Slam', 'Bullet Seed', 'Cut', 'Double-Edge', 'Earthquake', 'Flash', 'Fly', 'Fury Cutter', 'Giga Drain', 'Growth', 'Gust', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Leech Seed', 'Magical Leaf', 'Nature Power', 'Protect', 'Razor Leaf', 'Rest', 'Roar', 'Secret Power', 'Sleep Talk', 'Snore', 'Solar Beam', 'Steel Wing', 'Stomp', 'Substitute', 'Sunny Day', 'Swift', 'Swords Dance', 'Synthesis', 'Toxic', 'Whirlwind']"
Tropius,[Gen 3] UBERS,8,21,"['Aerial Ace', 'Body Slam', 'Earthquake', 'Fly', 'Giga Drain', 'Hidden Power', 'Hyper Beam', 'Leech Seed', 'Protect', 'Razor Leaf', 'Solar Beam', 'Substitute', 'Sunny Day', 'Swords Dance', 'Synthesis', 'Toxic', 'Whirlwind']"
Tropius,[Gen 3] UU,7,6,"['Earthquake', 'Fly', 'Giga Drain', 'Hidden Power', 'Leech Seed', 'Substitute', 'Swords Dance']"
Tropius,[Gen 4] NU,7,11,"['Aerial Ace', 'Air Slash', 'Dragon Dance', 'Earthquake', 'Fly', 'Grass Knot', 'Leaf Blade', 'Leaf Storm', 'Razor Leaf', 'Roost', 'Substitute', 'Sunny Day', 'Swords Dance', 'Synthesis']"
Tropius,[Gen 4] OU,16,43,"['Aerial Ace', 'Air Slash', 'Bullet Seed', 'Dragon Dance', 'Earthquake', 'Energy Ball', 'Fly', 'Hidden Power', 'Leaf Blade', 'Leaf Storm', 'Leech Seed', 'Magical Leaf', 'Outrage', 'Protect', 'Roar', 'Roost', 'Solar Beam', 'Steel Wing', 'Stomp', 'Substitute', 'Sunny Day', 'Swords Dance', 'Synthesis', 'Tailwind', 'Toxic', 'Whirlwind']"
Tropius,[Gen 4] UBERS,17,33,"['Aerial Ace', 'Flash', 'Giga Drain', 'Growth', 'Hidden Power', 'Leech Seed', 'Outrage', 'Protect', 'Solar Beam', 'Sunny Day', 'Swords Dance', 'Synthesis', 'Toxic']"
Tropius,[Gen 4] UU,3,4,"['Air Cutter', 'Air Slash', 'Earthquake', 'Energy Ball', 'Frustration', 'Giga Drain', 'Leaf Storm', 'Solar Beam', 'Synthesis', 'Toxic']"
Tropius,[gen 3] OU,1,1,[]
Turtwig,[Gen 4] NU,0,1,[]
Turtwig,[Gen 4] OU,19,16,"['Absorb', 'Bite', 'Body Slam', 'Curse', 'Energy Ball', 'Leaf Storm', 'Leech Seed', 'Razor Leaf', 'Seed Bomb', 'Stealth Rock', 'Substitute', 'Superpower', 'Swords Dance', 'Synthesis', 'Tackle', 'Toxic', 'Withdraw']"
Turtwig,[Gen 4] UBERS,29,28,"['Absorb', 'Bite', 'Curse', 'Grass Knot', 'Leaf Storm', 'Leech Seed', 'Razor Leaf', 'Reflect', 'Synthesis', 'Tackle', 'Withdraw']"
Turtwig,[Gen 4] UU,0,1,['Energy Ball']
Typhlosion,[Gen 2] OU,671,1062,"['Attract', 'Curse', 'Detect', 'Dig', 'Double-Edge', 'Dynamic Punch', 'Earthquake', 'Ember', 'Endure', 'Fire Blast', 'Fire Punch', 'Flame Wheel', 'Flamethrower', 'Frustration', 'Fury Cutter', 'Fury Swipes', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Leer', 'Mud-Slap', 'Protect', 'Quick Attack', 'Rest', 'Return', 'Reversal', 'Roar', 'Rock Smash', 'Rollout', 'Sleep Talk', 'Smokescreen', 'Strength', 'Submission', 'Sunny Day', 'Swagger', 'Swift', 'Tackle', 'Thrash', 'Thunder Punch', 'Toxic']"
Typhlosion,[Gen 2] UBERS,64,92,"['Curse', 'Defense Curl', 'Detect', 'Dig', 'Dynamic Punch', 'Earthquake', 'Fire Blast', 'Fire Punch', 'Flame Wheel', 'Flamethrower', 'Hidden Power', 'Protect', 'Quick Attack', 'Rest', 'Return', 'Roar', 'Rock Smash', 'Rollout', 'Smokescreen', 'Submission', 'Sunny Day', 'Swagger', 'Thunder Punch', 'Toxic']"
Typhlosion,[Gen 3] OU,712,948,"['Attract', 'Blast Burn', 'Body Slam', 'Brick Break', 'Counter', 'Covet', 'Crush Claw', 'Dig', 'Double-Edge', 'Dynamic Punch', 'Earthquake', 'Endure', 'Facade', 'Fire Blast', 'Fire Punch', 'Flame Wheel', 'Flamethrower', 'Focus Punch', 'Frustration', 'Hidden Power', 'Howl', 'Hyper Beam', 'Leer', 'Mega Kick', 'Overheat', 'Protect', 'Quick Attack', 'Rest', 'Reversal', 'Roar', 'Rock Slide', 'Seismic Toss', 'Sleep Talk', 'Smokescreen', 'Struggle', 'Substitute', 'Sunny Day', 'Swagger', 'Thunder Punch', 'Toxic']"
Typhlosion,[Gen 3] UBERS,38,65,"['Blast Burn', 'Body Slam', 'Brick Break', 'Double-Edge', 'Dynamic Punch', 'Earthquake', 'Fire Blast', 'Fire Punch', 'Flame Wheel', 'Flamethrower', 'Focus Punch', 'Hidden Power', 'Mega Kick', 'Overheat', 'Protect', 'Quick Attack', 'Seismic Toss', 'Smokescreen', 'Substitute', 'Sunny Day', 'Thunder Punch', 'Toxic']"
Typhlosion,[Gen 3] UU,4,3,"['Earthquake', 'Fire Blast', 'Flamethrower', 'Hidden Power', 'Substitute', 'Sunny Day', 'Thunder Punch']"
Typhlosion,[Gen 4] NU,97,114,"['Earthquake', 'Eruption', 'Extrasensory', 'Fire Blast', 'Flamethrower', 'Flare Blitz', 'Focus Blast', 'Hidden Power', 'Lava Plume', 'Overheat', 'Protect', 'Solar Beam', 'Struggle', 'Substitute', 'Sunny Day', 'Toxic']"
Typhlosion,[Gen 4] OU,476,789,"['Blast Burn', 'Body Slam', 'Brick Break', 'Counter', 'Cut', 'Defense Curl', 'Double-Edge', 'Earthquake', 'Eruption', 'Extrasensory', 'Facade', 'Fire Blast', 'Fire Punch', 'Flame Wheel', 'Flamethrower', 'Flare Blitz', 'Focus Blast', 'Focus Punch', 'Heat Wave', 'Hidden Power', 'Howl', 'Hyper Beam', 'Lava Plume', 'Low Kick', 'Mimic', 'Mud-Slap', 'Overheat', 'Protect', 'Quick Attack', 'Rest', 'Return', 'Roar', 'Rock Climb', 'Rock Slide', 'Seismic Toss', 'Shadow Claw', 'Smokescreen', 'Solar Beam', 'Strength', 'Substitute', 'Sunny Day', 'Swagger', 'Thunder Punch', 'Toxic', 'Will-O-Wisp']"
Typhlosion,[Gen 4] UBERS,158,208,"['Blast Burn', 'Brick Break', 'Counter', 'Crush Claw', 'Double-Edge', 'Earthquake', 'Endure', 'Eruption', 'Extrasensory', 'Fire Blast', 'Fire Punch', 'Flame Wheel', 'Flamethrower', 'Flare Blitz', 'Focus Blast', 'Focus Punch', 'Hidden Power', 'Howl', 'Lava Plume', 'Low Kick', 'Overheat', 'Protect', 'Quick Attack', 'Reversal', 'Rock Slide', 'Shadow Claw', 'Smokescreen', 'Solar Beam', 'Strength', 'Substitute', 'Sunny Day', 'Swift', 'Thunder Punch', 'Toxic', 'Will-O-Wisp']"
Typhlosion,[Gen 4] UU,81,94,"['Eruption', 'Extrasensory', 'Fire Blast', 'Fire Punch', 'Flamethrower', 'Focus Blast', 'Focus Punch', 'Heat Wave', 'Hidden Power', 'Low Kick', 'Overheat', 'Protect', 'Rock Slide', 'Sleep Talk', 'Solar Beam', 'Struggle', 'Substitute', 'Sunny Day', 'Toxic']"
Typhlosion-Hisui,[Gen 1] OU,0,1,[]
Tyranitar,[Gen 2] OU,9391,10803,"['Ancient Power', 'Attract', 'Bite', 'Crunch', 'Curse', 'Detect', 'Dig', 'Dragon Breath', 'Dynamic Punch', 'Earthquake', 'Endure', 'Fire Blast', 'Fire Punch', 'Flamethrower', 'Focus Energy', 'Frustration', 'Fury Cutter', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Ice Beam', 'Iron Tail', 'Mud-Slap', 'Nightmare', 'Outrage', 'Protect', 'Pursuit', 'Rage', 'Rain Dance', 'Rest', 'Return', 'Roar', 'Rock Slide', 'Rock Smash', 'Sandstorm', 'Screech', 'Sleep Talk', 'Spikes', 'Strength', 'Struggle', 'Sunny Day', 'Surf', 'Swagger', 'Thrash', 'Thunderbolt', 'Toxic']"
Tyranitar,[Gen 2] UBERS,541,587,"['Ancient Power', 'Belly Drum', 'Bite', 'Cross Chop', 'Crunch', 'Curse', 'Detect', 'Dig', 'Dragon Breath', 'Dynamic Punch', 'Earthquake', 'Extreme Speed', 'Fire Blast', 'Fire Punch', 'Flamethrower', 'Frustration', 'Headbutt', 'Hidden Power', 'Horn Drill', 'Hyper Beam', 'Ice Beam', 'Iron Tail', 'Megahorn', 'Mud-Slap', 'Outrage', 'Protect', 'Pursuit', 'Recover', 'Rest', 'Return', 'Roar', 'Rock Slide', 'Rock Smash', 'Sandstorm', 'Screech', 'Sleep Talk', 'Struggle', 'Surf', 'Thunderbolt', 'Toxic', 'Whirlwind']"
Tyranitar,[Gen 3] OU,74407,78015,"['Aerial Ace', 'Ancient Power', 'Attract', 'Bite', 'Blizzard', 'Body Slam', 'Brick Break', 'Counter', 'Crunch', 'Curse', 'Dig', 'Double-Edge', 'Dragon Claw', 'Dragon Dance', 'Dynamic Punch', 'Earthquake', 'Endure', 'Facade', 'Fire Blast', 'Fire Punch', 'Flamethrower', 'Focus Energy', 'Focus Punch', 'Frustration', 'Fury Cutter', 'Hidden Power', 'Hyper Beam', 'Ice Beam', 'Iron Tail', 'Leer', 'Mega Kick', 'Mega Punch', 'Mimic', 'Mud-Slap', 'Outrage', 'Protect', 'Psycho Boost', 'Pursuit', 'Rain Dance', 'Rest', 'Return', 'Roar', 'Rock Slide', 'Rock Tomb', 'Sandstorm', 'Scary Face', 'Screech', 'Seismic Toss', 'Sleep Talk', 'Snore', 'Stealth Rock', 'Stone Edge', 'Strength', 'Struggle', 'Substitute', 'Sunny Day', 'Surf', 'Swagger', 'Taunt', 'Thrash', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Torment', 'Toxic', 'Water Pulse']"
